Generation,Investment,Iteration,CO2 Price
OCGT,3.4772180437819578,1,0.06771346639480116
CCGT,0.1913847117819546,1,0.06771346639480116
WIND,52.067475978885476,1,0.06771346639480116
SOLAR,69.28768178273573,1,0.06771346639480116
OCGT,3.478383837053032,2,0.02683743105555393
CCGT,0.15378787878977254,2,0.02683743105555393
WIND,45.34748448138285,2,0.02683743105555393
SOLAR,84.81439984081996,2,0.02683743105555393
OCGT,3.4783838370530304,3,0.018819812720695966
CCGT,0.1537878787897731,3,0.018819812720695966
WIND,42.84624057168388,3,0.018819812720695966
SOLAR,73.42660244993108,3,0.018819812720695966
OCGT,3.4777777764469726,4,0.0891167446608227
CCGT,0.1733333333352255,4,0.0891167446608227
WIND,50.22674641214864,4,0.0891167446608227
SOLAR,70.81071708104982,4,0.0891167446608227
OCGT,3.4796614570000144,5,0.12461228432625915
CCGT,0.11258463549999723,5,0.12461228432625915
WIND,39.62188580281182,5,0.12461228432625915
SOLAR,61.34821770144679,5,0.12461228432625915
OCGT,3.4802272713939373,6,0.14904899060620744
CCGT,0.09433712129545346,6,0.14904899060620744
WIND,35.286897011206705,6,0.14904899060620744
SOLAR,59.933875383844686,6,0.14904899060620744
OCGT,3.4772180437820013,7,0.103997841475253
CCGT,0.1913847117819436,7,0.103997841475253
WIND,62.88587228677048,7,0.103997841475253
SOLAR,84.61038671830794,7,0.103997841475253
OCGT,3.4789303469250137,8,0.1774562276521396
CCGT,0.1361629354067739,8,0.1774562276521396
WIND,53.47224933109599,8,0.1774562276521396
SOLAR,92.82463415537475,8,0.1774562276521396
OCGT,3.478930346925372,9,0.03291953795583891
CCGT,0.13616293540671592,9,0.03291953795583891
WIND,37.38305858982573,9,0.03291953795583891
SOLAR,60.85124126277327,9,0.03291953795583891
OCGT,3.480227271393868,10,0.1206080817341484
CCGT,0.09433712129545434,10,0.1206080817341484
WIND,36.98447823677308,10,0.1206080817341484
SOLAR,92.49695782218942,10,0.1206080817341484
OCGT,3.4796614570000024,11,0.1296598694060488
CCGT,0.1125846354999996,11,0.1296598694060488
WIND,38.34466396122852,11,0.1296598694060488
SOLAR,66.66016323135887,11,0.1296598694060488
OCGT,3.4777777764469415,12,0.061579554063434655
CCGT,0.17333333333519924,12,0.061579554063434655
WIND,47.061881307919776,12,0.061579554063434655
SOLAR,63.891847265050714,12,0.061579554063434655
OCGT,3.4796614569999997,13,0.09619160272737816
CCGT,0.11258463550000015,13,0.09619160272737816
WIND,37.48560447463035,13,0.09619160272737816
SOLAR,87.00611985766851,13,0.09619160272737816
OCGT,3.479276484457379,14,0.0672549713184036
CCGT,0.12499999999998643,14,0.0672549713184036
WIND,37.8264594135716,14,0.0672549713184036
SOLAR,59.332661580772665,14,0.0672549713184036
OCGT,3.480227271393937,15,0.13435301865973992
CCGT,0.09433712129546465,15,0.13435301865973992
WIND,37.01326918847748,15,0.13435301865973992
SOLAR,88.28272808097947,15,0.13435301865973992
OCGT,3.480227271393996,16,0.0940267546083048
CCGT,0.09433712129544353,16,0.0940267546083048
WIND,34.89782623585973,16,0.0940267546083048
SOLAR,64.88571773161854,16,0.0940267546083048
OCGT,3.4792764846603372,17,0.11030375280052863
CCGT,0.1249999999492293,17,0.11030375280052863
WIND,43.80603168892141,17,0.11030375280052863
SOLAR,63.31739151243431,17,0.11030375280052863
OCGT,3.4783838370530056,18,0.04904928909023953
CCGT,0.15378787878976938,18,0.04904928909023953
WIND,46.607278635441446,18,0.04904928909023953
SOLAR,84.18655075705021,18,0.04904928909023953
OCGT,3.4802272713939426,19,0.12526553037414498
CCGT,0.0943371212954988,19,0.12526553037414498
WIND,34.92847697020338,19,0.12526553037414498
SOLAR,95.67573979282892,19,0.12526553037414498
OCGT,3.477777776446974,20,0.07308510325439294
CCGT,0.1733333333352172,20,0.07308510325439294
WIND,45.71887630291263,20,0.07308510325439294
SOLAR,61.00520383419561,20,0.07308510325439294
OCGT,3.478930346925357,21,0.11307004093046841
CCGT,0.13616293540672125,21,0.11307004093046841
WIND,47.45168679412008,21,0.11307004093046841
SOLAR,62.61008746772924,21,0.11307004093046841
OCGT,3.478721803180722,22,0.034400011699252706
CCGT,0.14288847118047165,22,0.034400011699252706
WIND,41.3120029665687,22,0.034400011699252706
SOLAR,80.1266325385723,22,0.034400011699252706
OCGT,3.478930346925371,23,0.03622788284133588
CCGT,0.13616293540671662,23,0.03622788284133588
WIND,40.031767292003266,23,0.03622788284133588
SOLAR,63.499443060031,23,0.03622788284133588
OCGT,3.4764141400833197,24,0.11942036228890368
CCGT,0.21731060606250596,24,0.11942036228890368
WIND,55.87576833686835,24,0.11942036228890368
SOLAR,62.295019581852884,24,0.11942036228890368
OCGT,3.4792764844574218,25,0.10545090165553231
CCGT,0.12499999999997513,25,0.10545090165553231
WIND,43.14614364911378,25,0.10545090165553231
SOLAR,61.2914305449625,25,0.10545090165553231
OCGT,3.479661457000015,26,0.11367946612511375
CCGT,0.11258463549999574,26,0.11367946612511375
WIND,41.41790722374581,26,0.11367946612511375
SOLAR,73.09104025158969,26,0.11367946612511375
OCGT,3.4777777764469486,27,0.10285487118682782
CCGT,0.17333333333523437,27,0.10285487118682782
WIND,48.702308316162686,27,0.10285487118682782
SOLAR,61.3206071026543,27,0.10285487118682782
OCGT,3.480227271393941,28,0.11995749098408162
CCGT,0.09433712129544966,28,0.11995749098408162
WIND,34.641502260059085,28,0.11995749098408162
SOLAR,65.5851603753713,28,0.11995749098408162
OCGT,3.477777776446983,29,0.09221744072783596
CCGT,0.17333333333524215,29,0.09221744072783596
WIND,55.100979363580386,29,0.09221744072783596
SOLAR,80.99678509737674,29,0.09221744072783596
OCGT,3.4805468736640615,30,0.1896164167232687
CCGT,0.08402994808398336,30,0.1896164167232687
WIND,37.53102551131016,30,0.1896164167232687
SOLAR,64.15665493177394,30,0.1896164167232687
OCGT,3.479276484457367,31,0.12421643192068793
CCGT,0.125,31,0.12421643192068793
WIND,43.83886031682977,31,0.12421643192068793
SOLAR,61.16464754513927,31,0.12421643192068793
OCGT,3.478930346925356,32,0.08987948853015042
CCGT,0.1361629354067254,32,0.08987948853015042
WIND,47.18036127903611,32,0.08987948853015042
SOLAR,79.40730395878451,32,0.08987948853015042
OCGT,3.4789303469253783,33,0.04558907430318565
CCGT,0.1361629354067126,33,0.04558907430318565
WIND,38.06516020611982,33,0.04558907430318565
SOLAR,56.187366821564346,33,0.04558907430318565
OCGT,3.4764141400834028,34,0.1351879162896151
CCGT,0.2173106060624884,34,0.1351879162896151
WIND,56.45871872073363,34,0.1351879162896151
SOLAR,60.1848849555363,34,0.1351879162896151
OCGT,3.4789303469253805,35,0.10716629466187569
CCGT,0.1361629354067195,35,0.10716629466187569
WIND,46.45077356394438,35,0.10716629466187569
SOLAR,66.01695336671861,35,0.10716629466187569
OCGT,3.4802272713939386,36,0.10741876833380411
CCGT,0.09433712129544163,36,0.10741876833380411
WIND,36.19563340498123,36,0.10741876833380411
SOLAR,71.01404081935631,36,0.10741876833380411
OCGT,3.4796614570000224,37,0.1504806706867572
CCGT,0.11258463549999903,37,0.1504806706867572
WIND,45.40312097149266,37,0.1504806706867572
SOLAR,92.18365836723171,37,0.1504806706867572
OCGT,3.479276484457314,38,0.1014383318026136
CCGT,0.12499999999999659,38,0.1014383318026136
WIND,40.08201993878322,38,0.1014383318026136
SOLAR,66.88812522589748,38,0.1014383318026136
OCGT,3.477218043781982,39,0.10853983516014704
CCGT,0.1913847117819239,39,0.10853983516014704
WIND,54.68846652420085,39,0.10853983516014704
SOLAR,61.57281306027652,39,0.10853983516014704
OCGT,3.472932329496241,40,0.0141439951310188
CCGT,0.3295989974962407,40,0.0141439951310188
WIND,57.18113259800132,40,0.0141439951310188
SOLAR,77.3644731815832,40,0.0141439951310188
OCGT,3.477777776446981,41,0.15533907183001794
CCGT,0.17333333333522477,41,0.15533907183001794
WIND,56.6866904805603,41,0.15533907183001794
SOLAR,71.04048207095765,41,0.15533907183001794
OCGT,3.48054687366406,42,0.15743484159914728
CCGT,0.08402994808398065,42,0.15743484159914728
WIND,35.469697447409374,42,0.15743484159914728
SOLAR,84.71872243948303,42,0.15743484159914728
OCGT,3.4802272713938667,43,0.13078699153399156
CCGT,0.0943371212954362,43,0.13078699153399156
WIND,37.08533556749886,43,0.13078699153399156
SOLAR,71.42523817376437,43,0.13078699153399156
OCGT,3.4748258693134346,44,0.017420199057309377
CCGT,0.2685323383917904,44,0.017420199057309377
WIND,45.857367915745314,44,0.017420199057309377
SOLAR,59.96200254444289,44,0.017420199057309377
OCGT,3.4802272713939377,45,0.11090698308876511
CCGT,0.09433712129545643,45,0.11090698308876511
WIND,36.7239243673339,45,0.11090698308876511
SOLAR,75.9863154557347,45,0.11090698308876511
OCGT,3.480546873663985,46,0.1774334245912237
CCGT,0.08402994808399096,46,0.1774334245912237
WIND,35.71027932660061,46,0.1774334245912237
SOLAR,72.19162336906666,46,0.1774334245912237
OCGT,3.4966666660005203,47,0.0028355166903535067
CCGT,0.3076492537275431,47,0.0028355166903535067
WIND,53.328695835945766,47,0.0028355166903535067
SOLAR,68.55871930987665,47,0.0028355166903535067
OCGT,3.478930346925372,48,0.01283353590427963
CCGT,0.1361629354067165,48,0.01283353590427963
WIND,35.107256674280386,48,0.01283353590427963
SOLAR,79.54212205219577,48,0.01283353590427963
OCGT,3.4796614569999744,49,0.11141231553864539
CCGT,0.11258463550001097,49,0.11141231553864539
WIND,37.93110767972014,49,0.11141231553864539
SOLAR,57.9571121777145,49,0.11141231553864539
OCGT,3.479276484457939,50,0.12971100952949874
CCGT,0.12500000000003353,50,0.12971100952949874
WIND,45.65852265177997,50,0.12971100952949874
SOLAR,80.47846510093785,50,0.12971100952949874
OCGT,3.4777777764469686,51,0.1470177171640944
CCGT,0.17333333333522763,51,0.1470177171640944
WIND,63.226573042515525,51,0.1470177171640944
SOLAR,83.12473603575995,51,0.1470177171640944
OCGT,3.4777777764470055,52,0.08334500759009086
CCGT,0.17333333333522802,52,0.08334500759009086
WIND,51.41583005141152,52,0.08334500759009086
SOLAR,66.7479172436746,52,0.08334500759009086
OCGT,3.4789303469253587,53,0.054242849428125704
CCGT,0.13616293540671007,53,0.054242849428125704
WIND,38.584126524750495,53,0.054242849428125704
SOLAR,69.91669167374879,53,0.054242849428125704
OCGT,3.4789303469253734,54,0.0878609742070615
CCGT,0.13616293540671623,54,0.0878609742070615
WIND,45.36581491245645,54,0.0878609742070615
SOLAR,69.20863691742632,54,0.0878609742070615
OCGT,3.4792764844573583,55,0.16113962307361
CCGT,0.12499999999996984,55,0.16113962307361
WIND,51.09010030168047,55,0.16113962307361
SOLAR,59.41294869328583,55,0.16113962307361
OCGT,3.4777777764470477,56,0.1333823618539109
CCGT,0.17333333333521458,56,0.1333823618539109
WIND,63.926578337674066,56,0.1333823618539109
SOLAR,93.80586168745698,56,0.1333823618539109
OCGT,3.4783838370529416,57,0.02885098914689531
CCGT,0.15378787878975309,57,0.02885098914689531
WIND,44.39217255271414,57,0.02885098914689531
SOLAR,74.47301197760027,57,0.02885098914689531
OCGT,3.4802272713939635,58,0.2515918045380812
CCGT,0.09433712129544994,58,0.2515918045380812
WIND,48.36768911418789,58,0.2515918045380812
SOLAR,72.94293660706042,58,0.2515918045380812
OCGT,3.477777776444539,59,0.08177989273574485
CCGT,0.17333333333528553,59,0.08177989273574485
WIND,54.994545894300124,59,0.08177989273574485
SOLAR,82.63935467859488,59,0.08177989273574485
OCGT,3.4792764844573685,60,0.06589747677660351
CCGT,0.1249999999999945,60,0.06589747677660351
WIND,39.89934360501236,60,0.06589747677660351
SOLAR,75.8691973600741,60,0.06589747677660351
OCGT,3.4792764844573765,61,0.12154387332844163
CCGT,0.12500000000000488,61,0.12154387332844163
WIND,44.41787841104582,61,0.12154387332844163
SOLAR,63.91653401886008,61,0.12154387332844163
OCGT,3.479276484554674,62,0.06455575175805978
CCGT,0.12499999997261538,62,0.06455575175805978
WIND,37.30601907104406,62,0.06455575175805978
SOLAR,59.281378008755595,62,0.06455575175805978
OCGT,3.479661457000019,63,0.1769665486864982
CCGT,0.11258463550000206,63,0.1769665486864982
WIND,44.54515818737906,63,0.1769665486864982
SOLAR,82.86572439958705,63,0.1769665486864982
OCGT,3.4789303469253725,64,0.07489581643048893
CCGT,0.13616293540670324,64,0.07489581643048893
WIND,43.8082182797754,64,0.07489581643048893
SOLAR,82.28788786889986,64,0.07489581643048893
OCGT,3.4796614569999993,65,0.07589077187966022
CCGT,0.11258463550000102,65,0.07589077187966022
WIND,34.78125199237751,65,0.07589077187966022
SOLAR,80.69674885801541,65,0.07589077187966022
OCGT,3.4796614569999043,66,0.15192100926171676
CCGT,0.11258463550002197,66,0.15192100926171676
WIND,42.57311007389762,66,0.15192100926171676
SOLAR,58.363216195584094,66,0.15192100926171676
OCGT,3.478383837053023,67,0.07235630921438731
CCGT,0.15378787878976696,67,0.07235630921438731
WIND,49.89566329626857,67,0.07235630921438731
SOLAR,78.69103242454499,67,0.07235630921438731
OCGT,3.476414140083333,68,0.04007403373936489
CCGT,0.21731060606250024,68,0.04007403373936489
WIND,52.78803378879579,68,0.04007403373936489
SOLAR,68.70910562860483,68,0.04007403373936489
OCGT,3.479661457000002,69,0.19127859405025868
CCGT,0.11258463549999914,69,0.19127859405025868
WIND,43.94366500472003,69,0.19127859405025868
SOLAR,74.87368798099388,69,0.19127859405025868
OCGT,3.4796614569999993,70,0.10703360535549858
CCGT,0.11258463550000025,70,0.10703360535549858
WIND,38.405637017660105,70,0.10703360535549858
SOLAR,75.16131282013306,70,0.10703360535549858
OCGT,3.4792764844573343,71,0.1728684959145093
CCGT,0.12500000000000364,71,0.1728684959145093
WIND,47.736900902919295,71,0.1728684959145093
SOLAR,59.94221851575115,71,0.1728684959145093
OCGT,3.4789303469252943,72,0.12593717624565282
CCGT,0.13616293540693278,72,0.12593717624565282
WIND,51.649603870065405,72,0.12593717624565282
SOLAR,67.1790866292759,72,0.12593717624565282
OCGT,3.477218043782258,73,0.07372020985648153
CCGT,0.19138471178188188,73,0.07372020985648153
WIND,52.43124496541699,73,0.07372020985648153
SOLAR,70.19210026318751,73,0.07372020985648153
OCGT,3.479661456999988,74,0.1500347450488903
CCGT,0.1125846354999842,74,0.1500347450488903
WIND,43.12788085784812,74,0.1500347450488903
SOLAR,59.13211455168491,74,0.1500347450488903
OCGT,3.4777777764448996,75,0.0377130936042281
CCGT,0.17333333333589243,75,0.0377130936042281
WIND,41.49873110597852,75,0.0377130936042281
SOLAR,54.33281290528734,75,0.0377130936042281
OCGT,3.476414140083311,76,0.13064311304205997
CCGT,0.21731060606252067,76,0.13064311304205997
WIND,63.54774883659474,76,0.13064311304205997
SOLAR,73.86948886278682,76,0.13064311304205997
OCGT,3.4796614569999935,77,0.09319543642863141
CCGT,0.11258463549999385,77,0.09319543642863141
WIND,35.527638716269344,77,0.09319543642863141
SOLAR,88.16263715944855,77,0.09319543642863141
OCGT,3.480227271388913,78,0.14731260270197244
CCGT,0.09433712129561032,78,0.14731260270197244
WIND,37.371354736283294,78,0.14731260270197244
SOLAR,75.08588375334854,78,0.14731260270197244
OCGT,3.479661456999823,79,0.1786406292337033
CCGT,0.11258463550002137,79,0.1786406292337033
WIND,45.45088692026486,79,0.1786406292337033
SOLAR,75.26502621419272,79,0.1786406292337033
OCGT,3.4783838370530304,80,0.020024319914075245
CCGT,0.15378787878977282,80,0.020024319914075245
WIND,43.87547136174983,80,0.020024319914075245
SOLAR,80.55445348772959,80,0.020024319914075245
OCGT,3.479276484457899,81,0.08098524131855238
CCGT,0.12499999999971889,81,0.08098524131855238
WIND,39.25701923983586,81,0.08098524131855238
SOLAR,62.50624721496617,81,0.08098524131855238
OCGT,3.4746969683636477,82,0.08909267086057013
CCGT,0.2726893940227224,82,0.08909267086057013
WIND,61.200083961287966,82,0.08909267086057013
SOLAR,66.24132501191676,82,0.08909267086057013
OCGT,3.4792764844577295,83,0.10471189344793645
CCGT,0.12499999999995477,83,0.10471189344793645
WIND,40.626329560731456,83,0.10471189344793645
SOLAR,61.320249054621144,83,0.10471189344793645
OCGT,3.4802272713939733,84,0.09719830823982252
CCGT,0.09433712129541286,84,0.09719830823982252
WIND,34.3852886214872,84,0.09719830823982252
SOLAR,67.48424631234593,84,0.09719830823982252
OCGT,3.4783838370524274,85,0.0703911711613082
CCGT,0.1537878787896409,85,0.0703911711613082
WIND,49.46286454706391,85,0.0703911711613082
SOLAR,82.2586283858484,85,0.0703911711613082
OCGT,3.478930346925611,86,0.1386223004471196
CCGT,0.13616293540666896,86,0.1386223004471196
WIND,51.67004905789834,86,0.1386223004471196
SOLAR,62.92200070663699,86,0.1386223004471196
OCGT,3.480227271393975,87,0.12049878743867001
CCGT,0.09433712129545002,87,0.12049878743867001
WIND,34.19306346503955,87,0.12049878743867001
SOLAR,55.860024573310696,87,0.12049878743867001
OCGT,3.4802272713939284,88,0.15910031615852147
CCGT,0.09433712129544496,88,0.15910031615852147
WIND,37.13681321355183,88,0.15910031615852147
SOLAR,62.24984291878455,88,0.15910031615852147
OCGT,3.477777776447649,89,0.08643120693597907
CCGT,0.1733333333350957,89,0.08643120693597907
WIND,47.596350199225995,89,0.08643120693597907
SOLAR,62.37287341434953,89,0.08643120693597907
OCGT,3.4805468736639944,90,0.1748586610934058
CCGT,0.08402994808399641,90,0.1748586610934058
WIND,35.26564500432455,90,0.1748586610934058
SOLAR,64.38499097292173,90,0.1748586610934058
OCGT,3.4805468736641,91,0.189279623650003
CCGT,0.08402994808397403,91,0.189279623650003
WIND,35.19009881032344,91,0.189279623650003
SOLAR,91.37185253099798,91,0.189279623650003
OCGT,3.4748258693134413,92,0.08948407945530781
CCGT,0.2685323383917762,92,0.08948407945530781
WIND,58.7204024242408,92,0.08948407945530781
SOLAR,68.60835832646237,92,0.08948407945530781
OCGT,3.4792764844573663,93,0.11307441579530828
CCGT,0.125,93,0.11307441579530828
WIND,42.674908374273784,93,0.11307441579530828
SOLAR,75.26823625015406,93,0.11307441579530828
OCGT,3.4777777764469486,94,0.12149954015021054
CCGT,0.17333333333523906,94,0.12149954015021054
WIND,51.382105452729554,94,0.12149954015021054
SOLAR,60.89179355658037,94,0.12149954015021054
OCGT,3.479276484457076,95,0.08531496330033404
CCGT,0.12500000000011466,95,0.08531496330033404
WIND,41.24201679635317,95,0.08531496330033404
SOLAR,81.91112232129767,95,0.08531496330033404
OCGT,3.4802272713939195,96,0.1442394192941252
CCGT,0.09433712129544221,96,0.1442394192941252
WIND,37.93072965948424,96,0.1442394192941252
SOLAR,60.4132266819821,96,0.1442394192941252
OCGT,3.4777777764469953,97,0.0931056192884067
CCGT,0.17333333333526368,97,0.0931056192884067
WIND,55.4755938845105,97,0.0931056192884067
SOLAR,78.62959719531581,97,0.0931056192884067
OCGT,3.4764141400833295,98,0.06661874551509084
CCGT,0.21731060606248478,98,0.06661874551509084
WIND,52.89514306428177,98,0.06661874551509084
SOLAR,60.449115955644444,98,0.06661874551509084
OCGT,3.4802272713939626,99,0.14075836561066485
CCGT,0.09433712129540175,99,0.14075836561066485
WIND,35.563092812860596,99,0.14075836561066485
SOLAR,87.23928773386302,99,0.14075836561066485
OCGT,3.4789303469253405,100,0.10492365306061413
CCGT,0.13616293540671984,100,0.10492365306061413
WIND,48.21831142756295,100,0.10492365306061413
SOLAR,75.3741639236549,100,0.10492365306061413
